Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price (Rs.),Negotiable,Rs. Per km
Toyota,Prius,Prius 2nd generation,2007,Automatic,Hybrid,Saloon,"1,500 cc","208,000 km","Rs 6,850,000",Yes,
Micro,Rexton,7 Seater Diesel Auto,2015,Automatic,Diesel,SUV / 4x4,"1,998 cc","72,000 km","Rs 14,650,000",Yes,
Toyota,CHR,Black Top Body Kit,2017,Automatic,Petrol,SUV / 4x4,"1,190 cc","70,970 km","Rs 14,750,000",Yes,
Toyota,Yaris,G Grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","14,000 km","Rs 12,500,000",Yes,
Toyota,Allion,G Grade,2012,Automatic,Petrol,,"1,500 cc","163,000 km","Rs 10,375,000",Yes,
Toyota,Hilux,Double Cab,2007,Automatic,Diesel,,"3,000 cc","193,000 km","Rs 11,850,000",Yes,
Suzuki,Celerio,,2016,Automatic,Petrol,Hatchback,996 cc,"44,724 km","Rs 5,890,000",No,
Mitsubishi,Lancer,Station Wagon,1979,Manual,Petrol,Station wagon,"1,400 cc","289,000 km","Rs 750,000",Yes,
Toyota,Land Cruiser Prado,250 VX,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,000 km","Rs 65,500,000",Yes,
Alfa Romeo,Other Model,Giulietta,2013,Automatic,Petrol,Hatchback,"1,367 cc","46,216 km","Rs 9,800,000",Yes,
Toyota,Prius,4TH GEN ZVW50 SAFTY,2016,Automatic,Hybrid,Saloon,"1,800 cc","78,000 km","Rs 15,500,000",Yes,
Daihatsu,Boon,CLIQ G Passo Moda,2019,Automatic,Petrol,Hatchback,"1,000 cc","22,000 km","Rs 8,500,000",Yes,
Ssang Yong,Korando,2012,2012,Automatic,Diesel,SUV / 4x4,"2,000 cc","150,000 km","Rs 6,500,000",No,
Toyota,Corolla,CE 100,1991,Manual,Diesel,Saloon,"1,750 cc","280,000 km","Rs 2,600,000",Yes,
Honda,Grace,EX 1st Owner,2015,Automatic,Hybrid,Saloon,"1,500 cc","118,000 km","Rs 10,650,000",No,
Mazda,Other Model,RX 8,2009,Tiptronic,Petrol,Coupé/Sports,"1,300 cc","82,000 km","Rs 72,000,000",Yes,
BMW,i8,Roadster,2019,Automatic,Hybrid,Convertible,"1,500 cc","20,550 km","Rs 45,800,000",Yes,
Toyota,Land Cruiser Sahara,ZX FULLY LOADED,2023,Tiptronic,Petrol,Saloon,"3,500 cc",0 km,"Rs 97,500,000",No,
Honda,Fit,GP7,2017,Automatic,Petrol,Station wagon,"1,496 cc","156,000 km","Rs 13,200,000",Yes,
Nissan,Other Model,Cedric Y32,1995,Automatic,Diesel,Saloon,"2,600 cc","125,000 km","Rs 2,900,000",Yes,
Land Rover,Range Rover Sport,P400e 2018,2018,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","61,000 km","Rs 61,500,000",Yes,
BMW,i7,MATT PAINT FULL SPEC,2024,Tiptronic,Electric,Saloon,"4,000 cc",0 km,"Rs 135,000,000",No,
Toyota,Land Cruiser Prado,Short Wheel LJ70,1986,Manual,Diesel,SUV / 4x4,"2,500 cc","234,000 km","Rs 7,750,000",Yes,
Toyota,Axio,G Grade,2015,Automatic,Petrol,Saloon,"1,496 cc","127,690 km","Rs 12,200,000",Yes,
Toyota,Corolla,CE 100,1992,Manual,Diesel,Saloon,"2,000 cc","296,000 km","Rs 2,250,000",Yes,
Chevrolet,Cruze,2011,2011,Manual,Diesel,Saloon,"2,000 cc","93,000 km","Rs 6,490,000",Yes,
Honda,N-WGN,,2018,Automatic,Petrol,Hatchback,640 cc,"110,000 km","Rs 6,300,000",No,
Lexus,Other Model,LX500d DIESEL,2024,Automatic,Diesel,SUV / 4x4,"3,300 cc",0 km,"Rs 139,500,000",No,
BMW,i7,M SPORT 2-TONE ULT,2024,Tiptronic,Electric,Saloon,"4,000 cc",0 km,"Rs 145,000,000",No,
Kia,Rio,Kia,2015,Tiptronic,Petrol,Saloon,"1,400 cc","85,000 km","Rs 8,200,000",Yes,
Mercedes Benz,CLA 200,AMG UNREGISTERED,2020,Tiptronic,Petrol,Saloon,"1,332 cc",0 km,"Rs 33,000,000",No,
BMW,X1,S Drive 18i M Sports,2018,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","83,000 km","Rs 21,500,000",Yes,
Subaru,STI,STI 12 6Speed Manual,2016,Manual,Petrol,Saloon,"2,000 cc","32,000 km","Rs 21,500,000",Yes,
Toyota,CHR,Eagle Eye,2020,Automatic,Petrol,SUV / 4x4,"1,200 cc","21,000 km","Rs 16,950,000",Yes,
BMW,520d,520D 3 Option,2013,Automatic,Diesel,Saloon,"2,000 cc","132,000 km","Rs 22,800,000",Yes,
Mercedes Benz,C220,CDI,2013,Automatic,Diesel,Saloon,"2,200 cc","110,000 km","Rs 16,000,000",No,
Mercedes Benz,EQS 450,AMG BUSINESS CLASS,2024,Tiptronic,Electric,SUV / 4x4,"4,000 cc",0 km,"Rs 115,000,000",No,
Kia,Optima,,2011,Automatic,Petrol,Hatchback,"2,000 cc","97,000 km","Rs 10,850,000",Yes,
BMW,520d,BMW,2013,Automatic,Diesel,Saloon,"2,000 cc","130,000 km","Rs 21,000,000",No,
Honda,Vezel,Z play moonroof,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc","8,300 km","Rs 24,000,000",No,
Honda,CRV,,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 18,000,000",Yes,
Ssang Yong,Korando,2012,2012,Automatic,Diesel,SUV / 4x4,"2,000 cc","149,999 km","Rs 6,200,000",No,
BMW,520d,F10 2013,2013,Automatic,Diesel,Saloon,"2,000 cc","172,000 km","Rs 25,000,000",Yes,
Mercedes Benz,EQE 300,AMG,2024,Tiptronic,Electric,SUV / 4x4,"4,000 cc",0 km,"Rs 75,000,000",No,
Toyota,CHR,GT NGX10,2019,Automatic,Petrol,SUV / 4x4,"1,120 cc","66,000 km","Rs 15,250,000",Yes,
Mercedes Benz,E220,,2016,Automatic,Diesel,Saloon,"1,950 cc","462,900 km","Rs 35,000,000",Yes,
BMW,X5,X5 M Sport 40e PHEV,2016,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","100,800 km","Rs 29,750,000",Yes,
Honda,Vezel,Z Grade,2024,Tiptronic,Hybrid,SUV / 4x4,"1,496 cc","13,700 km","Rs 22,850,000",Yes,
Mercedes Benz,EQS 450,AMG BUSINESS CLASS,2024,Tiptronic,Electric,SUV / 4x4,"4,000 cc",0 km,"Rs 115,000,000",No,
Toyota,Axio,WXB,2017,Automatic,Hybrid,Saloon,"1,500 cc","65,414 km","Rs 13,950,000",Yes,
Toyota,Hilux,Double Cab 4WD,2011,Manual,Diesel,,"2,494 cc","260,000 km","Rs 13,250,000",Yes,
Toyota,Land Cruiser Prado,TX-Limited,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","19,000 km","Rs 58,500,000",No,
Tesla,Model Y,LONG RANGE FULL SPEC,2024,Tiptronic,Electric,Station wagon,194 cc,0 km,"Rs 33,500,000",No,
Nissan,Qashqai,1197 CC,2018,Automatic,Petrol,SUV / 4x4,"1,197 cc","67,000 km","Rs 14,000,000",No,
BMW,X3,X20 D Diesel,2013,Automatic,Diesel,SUV / 4x4,"2,000 cc","109,000 km","Rs 18,900,000",Yes,
Honda,Vezel,Z Playe Pack,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc","2,800 km","Rs 25,695,000",No,
Toyota,Vitz,DBA-KSP 130,2016,Automatic,Petrol,Hatchback,"1,000 cc","100,000 km","Rs 7,890,000",Yes,
Land Rover,Range Rover,SWB AUTOBIOGRAPHY,2019,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","45,000 km","Rs 76,000,000",No,
Suzuki,Alto,Alto 2015,2015,Manual,Petrol,Hatchback,800 cc,"117,000 km","Rs 3,775,000",Yes,
BMW,Z4,sDrive20i,2014,Automatic,Petrol,,"2,000 cc","85,000 km","Rs 29,500,000",Yes,
Suzuki,Wagon R FX,Safety,2023,Automatic,Petrol,Saloon,650 cc,"2,600 km","Rs 8,190,000",No,
Suzuki,Wagon R Stingray,,2015,Automatic,Petrol,Hatchback,660 cc,"86,000 km","Rs 5,900,000",Yes,
Toyota,Axio,G GRADE,2016,Automatic,Hybrid,Saloon,"1,500 cc","116,000 km","Rs 11,590,000",Yes,
Subaru,XV,Hybrid,2013,Automatic,Hybrid,SUV / 4x4,"2,000 cc","63,000 km","Rs 9,750,000",Yes,
Toyota,Roomy,Gt Custom Turbo U/R,2022,Automatic,Petrol,Hatchback,"1,000 cc","50,000 km","Rs 11,800,000",Yes,
Porsche,Taycan,,2024,Tiptronic,Electric,Saloon,"3,000 cc",700 km,"Rs 85,500,000",No,
Toyota,Land Cruiser Sahara,LC300,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",0 km,"Rs 99,500,000",No,
Kia,Picanto,SPORT,2016,Automatic,Petrol,Hatchback,"1,000 cc","85,000 km","Rs 6,150,000",No,
Land Rover,Defender,Land,2015,Manual,Diesel,SUV / 4x4,"2,200 cc","27,000 km","Rs 47,000,000",Yes,
Toyota,Yaris,X Grade Un/Re,2022,Automatic,Petrol,Hatchback,"1,000 cc","26,000 km","Rs 9,800,000",Yes,
Tesla,Model Y,RWD Aussie All Black,2024,Automatic,Electric,Hatchback,194 cc,40 km,"Rs 31,500,000",Yes,
Mercedes Benz,GLE 300D,GLE300 D,2019,Automatic,Diesel,SUV / 4x4,"2,000 cc","32,000 km","Rs 58,500,000",No,
BMW,740e,BMW,2017,Tiptronic,Petrol,Saloon,"2,000 cc","60,000 km","Rs 49,500,000",No,
BMW,i7,M SPORT ULTIMATE,2023,Tiptronic,Electric,Saloon,"4,000 cc","2,000 km","Rs 128,500,000",No,
Mitsubishi,Montero,GLS V6,2016,Automatic,Petrol,SUV / 4x4,"3,200 cc","94,000 km","Rs 36,000,000",Yes,
Nissan,Leaf,Nissan,2018,Automatic,Electric,Hatchback,110 cc,"109,200 km","Rs 12,000,000",Yes,
Toyota,CHR,,2018,Automatic,Petrol,,"1,190 cc","64,489 km","Rs 15,000,000",Yes,
Toyota,Yaris,UNREGISTER,2023,Automatic,Petrol,Hatchback,"1,000 cc","27,000 km","Rs 9,800,000",Yes,
Toyota,Corolla,DX Wagon,1985,Manual,Petrol,Station wagon,"1,500 cc","226,472 km","Rs 1,700,000",Yes,
Honda,CRV,Masterpiece,2019,Automatic,Petrol,SUV / 4x4,"1,500 cc","61,000 km","Rs 22,500,000",Yes,
Honda,Vezel,Honda,2014,Automatic,Petrol,SUV / 4x4,"1,490 cc","96,000 km","Rs 11,000,000",Yes,
Porsche,Panamera,,2018,Tiptronic,Petrol,Saloon,"2,900 cc","24,000 km","Rs 89,500,000",No,
Volkswagen,Polo,TSI Active,2023,Automatic,Petrol,Hatchback,"1,000 cc",125 km,"Rs 13,900,000",Yes,
BMW,320d,E46,2000,Manual,Diesel,Saloon,"2,000 cc","49,000 km","Rs 5,500,000",Yes,
Lexus,NX300H,Hybrid,2014,Automatic,Hybrid,SUV / 4x4,"2,500 cc","109,932 km","Rs 20,200,000",Yes,
Subaru,Forester,2022,2022,Automatic,Petrol,SUV / 4x4,"2,000 cc","36,000 km","Rs 21,000,000",Yes,
Audi,A8,FACELIFT LONG WHEEL,2014,Tiptronic,Petrol,Saloon,"2,000 cc","45,000 km","Rs 26,500,000",No,
Nissan,X-Trail,X Trail,2015,Automatic,Hybrid,SUV / 4x4,"2,000 cc","144,000 km","Rs 10,375,000",Yes,
Toyota,Fortuner,,2012,Automatic,Diesel,,"2,987 cc","141,000 km","Rs 17,300,000",Yes,
BMW,X5,xDrive 35i,2011,Tiptronic,Petrol,SUV / 4x4,"3,000 cc","96,000 km","Rs 21,000,000",Yes,
Audi,A6,Audi A6 RS kitted,2016,Tiptronic,Petrol,Saloon,"1,800 cc","84,000 km","Rs 22,500,000",Yes,
Daihatsu,Mira,DAIHATSU Mira X 2023,2023,Automatic,Petrol,,658 cc,"1,570 km","Rs 7,590,000",Yes,
BMW,X6 M,4400CC V8,2017,Tiptronic,Petrol,SUV / 4x4,"4,400 cc","57,000 km","Rs 66,000,000",No,
Suzuki,Wagon R Stingray,Turbo,2018,Automatic,Petrol,Hatchback,650 cc,"77,000 km","Rs 7,150,000",Yes,
Toyota,Corsa,,1996,Automatic,Diesel,Saloon,"1,450 cc","305,399 km","Rs 2,600,000",Yes,
Mercedes Benz,E250,E250,2016,Automatic,Petrol,Convertible,"2,000 cc","9,000 km","Rs 45,000,000",Yes,
Hyundai,Tucson,2011,2011,Automatic,Petrol,SUV / 4x4,"2,000 cc","142,000 km","Rs 8,600,000",Yes,
BMW,X1,BMW X1 Sdrive18i,2018,Automatic,Petrol,Hatchback,"1,500 cc","112,000 km","Rs 20,000,000",Yes,
Ford,Raptor Ranger,Bi Turbo 2.0D B/New,2025,Automatic,Diesel,SUV / 4x4,"2,000 cc",10 km,"Rs 35,000,000",Yes,
Mercedes Benz,E250,E250,2016,Automatic,Petrol,Convertible,"2,000 cc","9,000 km","Rs 45,000,000",Yes,
Ford,Raptor Ranger,2.0D Bi Turbo B/New,2025,Automatic,Diesel,SUV / 4x4,"2,000 cc",20 km,"Rs 35,000,000",Yes,
Audi,Q7,3000CC V6 S-LINE,2017,Tiptronic,Petrol,SUV / 4x4,"3,000 cc","68,500 km","Rs 41,500,000",No,
Toyota,Vios,,2004,Automatic,Petrol,Saloon,"1,500 cc","150,000 km","Rs 5,500,000",Yes,
Toyota,CHR,NGX 50 / 4x4,2017,Automatic,Petrol,Hatchback,"1,200 cc","176,000 km","Rs 14,500,000",Yes,
DFSK,Glory,330,2016,Automatic,Diesel,SUV / 4x4,"1,300 cc","310,000 km","Rs 4,300,000",Yes,
Mercedes Benz,E300,1 Year Battery Warra,2014,Automatic,Hybrid,Saloon,"2,200 cc","85,000 km","Rs 20,450,000",Yes,
Toyota,Land Cruiser Sahara,VX V8 DIESEL,2016,Tiptronic,Diesel,SUV / 4x4,"4,500 cc","115,000 km","Rs 75,500,000",No,
BYD,ATTO 3,BRAND NEW,2025,Automatic,Electric,Hatchback,100 cc,0 km,"Rs 20,000,000",No,
Mercedes Benz,S400,Premium Plus LWB,2021,Automatic,Hybrid,Saloon,"3,500 cc","37,000 km","Rs 59,000,000",Yes,
Micro,Panda,,2015,Manual,Petrol,Saloon,"1,000 cc","100,200 km","Rs 2,890,000",Yes,
Mitsubishi,Montero,Glx Fully Loaded Cag,2016,Tiptronic,Diesel,SUV / 4x4,"3,200 cc","152,500 km","Rs 28,650,000",Yes,
Land Rover,Discovery,5 HSE DYNAMIC PACK,2019,Tiptronic,Diesel,SUV / 4x4,"2,000 cc","46,000 km","Rs 49,000,000",No,
Land Rover,Range Rover Sport,HSE,2019,Tiptronic,Diesel,SUV / 4x4,"2,000 cc","30,000 km","Rs 61,000,000",No,
Mercedes Benz,E300,AMG COUPE,2017,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","33,000 km","Rs 36,500,000",No,
Kia,Sorento,,2012,Automatic,Diesel,SUV / 4x4,"2,200 cc","182,000 km","Rs 14,000,000",No,
Mazda,6,Mazda,2015,Automatic,Petrol,Saloon,"2,500 cc","64,000 km","Rs 15,000,000",Yes,
Daihatsu,Other Model,TAFT G Crome Dark,2024,Automatic,Petrol,SUV / 4x4,660 cc,"3,000 km","Rs 9,500,000",No,
Toyota,Land Cruiser Sahara,105,2005,Manual,Petrol,SUV / 4x4,"4,200 cc","281,000 km","Rs 21,000,000",Yes,
Toyota,Harrier,G Grade,2020,Automatic,Petrol,SUV / 4x4,"1,500 cc","12,000 km","Rs 33,900,000",Yes,
Ford,Raptor Ranger,MSRT HIGHEST,2024,Automatic,Diesel,SUV / 4x4,"3,000 cc",0 km,"Rs 36,500,000",No,
Suzuki,Maruti,,2008,Manual,Petrol,,800 cc,"85,000 km","Rs 2,140,000",Yes,
Toyota,Camry,Toyota Camry Luxury,2010,Automatic,Petrol,Saloon,"2,400 cc","88,420 km","Rs 9,995,000",Yes,
Toyota,Land Cruiser Sahara,Sahara 81,1995,Automatic,Diesel,SUV / 4x4,"4,400 cc","260,000 km","Rs 18,500,000",Yes,
Toyota,Other Model,Land Cruiser LC300,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",0 km,"Rs 105,500,000",No,
Lexus,Other Model,GX550 SPORT LUXURY,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",0 km,"Rs 127,500,000",No,
Honda,Vezel,Z PLAY SUNROOF,2025,Automatic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 25,500,000",No,
Lexus,Other Model,LX500d Diesel,2024,Automatic,Diesel,SUV / 4x4,"3,300 cc",0 km,"Rs 145,000,000",No,
Suzuki,Jimny,XC High,2024,Automatic,Petrol,SUV / 4x4,650 cc,0 km,"Rs 11,900,000",Yes,
Tesla,Model 3,Special Spec,2024,Automatic,Electric,Saloon,194 cc,0 km,"Rs 34,500,000",No,
Tesla,Model 3,AUS spec,2024,Automatic,Electric,Saloon,194 cc,0 km,"Rs 34,500,000",No,
Toyota,Land Cruiser Sahara,LC300,2024,Tiptronic,Diesel,SUV / 4x4,"3,300 cc",0 km,"Rs 109,500,000",Yes,
Daihatsu,Mira,SAFETY,2018,Automatic,Petrol,Hatchback,660 cc,"73,000 km","Rs 6,290,000",No,
Toyota,Land Cruiser Sahara,80 Series,1991,Manual,Diesel,SUV / 4x4,"4,200 cc","250,000 km","Rs 14,000,000",Yes,
Daihatsu,Mira,TOCOT,2024,Automatic,Petrol,,660 cc,0 km,"Rs 7,500,000",No,
DFSK,Glory,I Auto,2021,Automatic,Petrol,SUV / 4x4,"1,500 cc","49,000 km","Rs 10,600,000",Yes,
Honda,Vezel,RS Sensing,2017,Automatic,Hybrid,SUV / 4x4,"1,500 cc","128,000 km","Rs 13,000,000",Yes,
Mitsubishi,Galant,mitsubishi,1992,Automatic,Petrol,Saloon,"2,000 cc","140,988 km","Rs 1,650,000",No,
Honda,Vezel,RS Sensing Safety,2017,Automatic,Hybrid,SUV / 4x4,"1,500 cc","69,000 km","Rs 14,600,000",Yes,
Toyota,Voxy,V Grade (1ST Owner),2014,Automatic,Hybrid,MPV,"1,800 cc","79,000 km","Rs 18,900,000",Yes,
BMW,X1,X Line,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","64,000 km","Rs 20,500,000",No,
Other brand,Other model,Jaecoo J7 Phev,2025,Automatic,Hybrid,SUV / 4x4,"1,500 cc",50 km,"Rs 21,500,000",No,
Nissan,Dayz,Highway Star X,2023,Automatic,Hybrid,Hatchback,660 cc,"3,000 km","Rs 8,600,000",No,
Lexus,Other Model,LX500D LUXURY,2024,Automatic,Diesel,SUV / 4x4,"3,300 cc",0 km,"Rs 145,000,000",No,
Land Rover,Discovery,,2019,Automatic,Diesel,SUV / 4x4,"2,000 cc","49,000 km","Rs 45,000,000",Yes,
BAIC,X55 II,Beijing X55ii Luxury,2024,Automatic,Petrol,SUV / 4x4,"1,500 cc","3,500 km","Rs 17,000,000",Yes,
Toyota,Land Cruiser Sahara,V8,2008,Automatic,Petrol,SUV / 4x4,"4,600 cc","131,000 km","Rs 45,000,000",Yes,
BMW,740i,M Sport,2014,Automatic,Hybrid,,"2,979 cc","41,000 km","Rs 37,500,000",Yes,
Toyota,Vitz,Push Start,2005,Automatic,Petrol,Hatchback,"1,000 cc","140,000 km","Rs 5,185,000",No,
Toyota,Vitz,Toyota,2015,Automatic,Petrol,,990 cc,"116,900 km","Rs 7,600,000",Yes,
BMW,520d,BMW,2013,Automatic,Diesel,Saloon,"2,000 cc","130,000 km","Rs 21,000,000",No,
Peugeot,Other Model,207,2007,Automatic,Petrol,,"1,598 cc","97,600 km","Rs 5,550,000",Yes,
Toyota,Land Cruiser Sahara,V8,2012,Automatic,Diesel,SUV / 4x4,"4,000 cc","200,000 km","Rs 52,000,000",Yes,
Mitsubishi,Outlander,,2013,Automatic,Petrol,SUV / 4x4,"2,400 cc","100,000 km","Rs 11,800,000",Yes,
Land Rover,Range Rover,Autobiography LWB,2019,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","14,000 km","Rs 100,000,000",No,
Micro,Rexton,,2015,Automatic,Diesel,SUV / 4x4,"2,000 cc","87,000 km","Rs 13,000,000",Yes,
Mitsubishi,L200,L200 ANIMAL,2006,Automatic,Diesel,SUV / 4x4,"2,500 cc","230,000 km","Rs 8,975,000",Yes,
Honda,Fit Shuttle,GP 7,2017,Automatic,Hybrid,Station wagon,"1,500 cc","140,000 km","Rs 11,700,000",Yes,
Suzuki,Hustler,,2015,Automatic,Petrol,SUV / 4x4,650 cc,"200,350 km","Rs 5,100,000",No,
Honda,CRV,CRV VTi L7,2025,Tiptronic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 29,500,000",Yes,
Suzuki,Alto,Suzuki Alto Jap 2017,2017,Automatic,Hybrid,Hatchback,660 cc,"46,000 km","Rs 5,525,000",Yes,
Honda,CRV,Master Piece,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","37,000 km","Rs 23,800,000",Yes,
Jaguar,F-Type,P300,2019,Automatic,Petrol,Coupé/Sports,"2,000 cc","7,000 km","Rs 55,000,000",Yes,
Kia,Sorento,,2012,Automatic,Petrol,SUV / 4x4,"2,200 cc","73,000 km","Rs 12,800,000",No,
Lexus,Other Model,GS450h,2007,Automatic,Petrol,Saloon,"3,500 cc","94,900 km","Rs 12,500,000",No,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Toyota,Yaris,Cross Z Grade,2025,Automatic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 18,900,000",No,
Kia,Sportage,4WD,2011,Automatic,Petrol,SUV / 4x4,"2,000 cc","130,000 km","Rs 9,990,000",Yes,
Toyota,Yaris,Cross Premium LUX,2025,Tiptronic,Hybrid,SUV / 4x4,"1,500 cc",0 km,"Rs 22,200,000",Yes,
Land Rover,Range Rover,Straight Petrol,2019,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","85,500 km","Rs 67,500,000",Yes,
Toyota,Prius,Prius 2nd generation,2007,Automatic,Hybrid,Saloon,"1,500 cc","208,000 km","Rs 6,850,000",Yes,
Nissan,Sunny,B 12,1986,Manual,Petrol,Saloon,"1,270 cc","300,000 km","Rs 1,350,000",Yes,
Toyota,Prius,S Touring First Own,2014,Automatic,Hybrid,Saloon,"1,800 cc","112,000 km","Rs 11,050,000",Yes,
Land Rover,Range Rover Evoque,CBF,2017,Automatic,Petrol,SUV / 4x4,"2,000 cc","48,000 km","Rs 31,000,000",No,
Honda,Fit,GP5,2014,Automatic,Petrol,Hatchback,"1,500 cc","76,000 km","Rs 8,600,000",Yes,
Toyota,Hilux,Double Cab,2007,Automatic,Diesel,,"3,000 cc","193,000 km","Rs 11,850,000",Yes,
Hyundai,Santa Fe,Calligraphy model,2025,Tiptronic,Petrol,SUV / 4x4,"1,600 cc",0 km,"Rs 35,500,000",No,
BYD,ATTO 3,Highest Package,2025,Automatic,Electric,SUV / 4x4,150 cc,0 km,"Rs 18,750,000",Yes,
Toyota,Land Cruiser Prado,TRJ150 TX-L,2023,Automatic,Petrol,,"2,700 cc","10,700 km","Rs 59,000,000",No,
Toyota,Allion,G Grade,2012,Automatic,Petrol,,"1,500 cc","163,000 km","Rs 10,375,000",Yes,
Toyota,Land Cruiser Sahara,ZX Full Spec,2025,Automatic,Diesel,SUV / 4x4,"3,300 cc",30 km,"Rs 124,950,000",No,
Honda,Insight,ZE 4,2019,Automatic,Hybrid,Saloon,"1,500 cc","85,000 km","Rs 18,500,000",Yes,
Alfa Romeo,Other Model,Giulietta,2013,Automatic,Petrol,Hatchback,"1,367 cc","46,216 km","Rs 9,800,000",Yes,
Toyota,Land Cruiser Prado,250 VX,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,000 km","Rs 65,500,000",Yes,
Suzuki,Wagon R,Custom Z,2024,Automatic,Hybrid,Hatchback,660 cc,"2,300 km","Rs 9,675,000",Yes,
BMW,X1,x1,2011,Automatic,Diesel,SUV / 4x4,"2,000 cc","174,000 km","Rs 10,700,000",Yes,
Suzuki,Hustler,Hybrid G,2025,Automatic,Hybrid,Hatchback,660 cc,0 km,"Rs 8,950,000",Yes,
Toyota,Raize,Z Hybrid,2025,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 17,000,000",No,
Toyota,SAI,4th GEN FACELIFT,2014,Automatic,Hybrid,Saloon,"2,330 cc","73,145 km",Rs 0,Yes,
Toyota,Vitz,vitz,2008,Automatic,Petrol,Saloon,"1,000 cc","365,000 km","Rs 5,950,000",Yes,
Mercedes Benz,S400,,2014,Automatic,Petrol,Saloon,"3,500 cc","90,000 km","Rs 47,500,000",Yes,
Mercedes Benz,GLE 400,2016,2016,Automatic,Petrol,Coupé/Sports,"3,000 cc","48,000 km","Rs 44,500,000",Yes,
Other brand,Other model,Jonway A380,2012,Tiptronic,Petrol,SUV / 4x4,"1,800 cc","97,400 km","Rs 5,475,000",Yes,
Austin,Mini,,1959,Manual,Petrol,Saloon,"1,275 cc","20,000 km","Rs 4,000,000",Yes,
Land Rover,Range Rover Evoque,Rang Rover  Evoque,2013,Automatic,Diesel,SUV / 4x4,"2,200 cc","122,000 km","Rs 19,650,000",No,
Mitsubishi,Outlander,,2014,Automatic,Hybrid,SUV / 4x4,"2,000 cc","107,000 km","Rs 13,450,000",No,
Aston Martin,Other Model,2014,2014,Automatic,Petrol,Hatchback,660 cc,"190,000 km","Rs 2,650,000",Yes,
Honda,CRV,master piece,2019,Automatic,Petrol,SUV / 4x4,"1,500 cc","75,000 km","Rs 23,500,000",No,
Honda,City,RS TURBO,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 14,950,000",No,
BMW,530e,2017,2017,Automatic,Hybrid,Saloon,"2,000 cc","55,000 km","Rs 34,450,000",Yes,
Audi,Q3,TFSI,2017,Automatic,Petrol,Hatchback,"1,350 cc","94,000 km","Rs 20,000,000",Yes,
Toyota,Premio,G Superior,2015,Automatic,Petrol,Saloon,"1,500 cc","135,000 km","Rs 14,850,000",No,
Mercedes Benz,C180,C180,2016,Automatic,Petrol,Saloon,"1,595 cc","68,000 km","Rs 22,000,000",Yes,
Ford,Raptor Ranger,Bi-Turbo 10 speed,2019,Automatic,Diesel,SUV / 4x4,"2,000 cc","69,000 km","Rs 24,800,000",Yes,
Audi,Q2,TFSI,2019,Tiptronic,Petrol,,"1,000 cc","77,000 km","Rs 16,500,000",No,
Mercedes Benz,C180,C180,2016,Automatic,Petrol,Saloon,"1,595 cc","68,000 km","Rs 22,000,000",Yes,
Honda,CRV,2019,2019,Automatic,Petrol,SUV / 4x4,"1,500 cc","98,900 km","Rs 20,500,000",Yes,
Micro,Kyron,Car for Sale,2008,Automatic,Diesel,SUV / 4x4,"2,000 cc","195,000 km","Rs 5,250,000",No,
Nissan,Other Model,Roox Highway Star,2024,Automatic,Hybrid,,660 cc,"9,900 km","Rs 9,500,000",Yes,
Toyota,Hilux,GR SPORT,2023,Automatic,Diesel,SUV / 4x4,"2,400 cc","17,900 km","Rs 25,990,000",Yes,
Honda,Fit,,2012,Automatic,Hybrid,Hatchback,"1,450 cc","131,476 km","Rs 8,375,000",No,
Toyota,Land Cruiser Sahara,LC 300 Facelift,2008,Tiptronic,Petrol,SUV / 4x4,"4,200 cc","124,000 km","Rs 43,000,000",Yes,
Tesla,Model Y,2024,2024,Automatic,Electric,SUV / 4x4,250 cc,50 km,"Rs 37,950,000",Yes,
Micro,Kyron,,2009,Automatic,Diesel,,"2,000 cc","239,000 km","Rs 6,895,000",No,
